filename	title	style	region	year	tokens
1.lit_hu_dia_Raba_Gyorgy___Rovasok___1980.clean.vert	Rovások	literature	Hungary	1980	4172
1.lit_hu_dia_Somlyo_Gyorgy-Szereloszonyeg.vert	Szerelőszőnyeg	literature	Hungary	1980	111204
1.lit_hu_dia_Meszoly_Miklos___Erintesek___1980.clean.vert	Érintések	literature	Hungary	1980	117569
1.lit_hu_dia_Lazar_Ervin-Gyere_haza_Mikkamakka.vert	Gyere haza, Mikkamakka!	literature	Hungary	1980	8129
1.lit_hu_dia_Juhasz_Ferenc___Versprozak___1980.clean.vert	Versprózák	literature	Hungary	1980	279783
1.lit_hu_dia_Kalnoky_Laszlo___Osszegyujtott_versek___1980.clean.vert	Összegyűjtött versek	literature	Hungary	1980	55042
1.lit_hu_dia_Csukas_Istvan___Susu_a_sarkany___1980.clean.vert	Süsü, a sárkány	literature	Hungary	1980	14779
1.lit_hu_dia_Csukas_Istvan-Susu,_a_sarkany_1980.vert	Süsü, a sárkány [1980]	literature	Hungary	1980	14723
1.lit_hu_dia_Nemeth_Laszlo-Utolso_szettekintes.vert	Utolsó széttekintés	literature	Hungary	1980	169414
1.lit_hu_dia_Laszloffy_Aladar___-hogy_kitudodjek_a_vilag___1980.clean.vert	-hogy kitudódjék a világ	literature	Hungary	1980	46918
1.lit_hu_dia_Szabo_Magda-Kivul_a_koron.vert	Kívül a körön	literature	Hungary	1980	160012
1.lit_hu_dia_Szakonyi_Karoly-Emberi_udvozlet.vert	Emberi üdvözlet	literature	Hungary	1980	5607
1.lit_hu_dia_Laszloffy_Aladar-hogy_kitudodjek_a_vilag.vert	...hogy kitudódjék a világ	literature	Hungary	1980	44019
1.lit_hu_dia_Moldova_Gyorgy___A_szent_tehen___1980.clean.vert	A szent tehén	literature	Hungary	1980	154916
1.lit_hu_dia_Takats_Gyula-A_semmi_arnyeka.vert	A semmi árnyéka	literature	Hungary	1980	1148
1.lit_hu_dia_Tandori_Dezso-Nem_szeretnem_ha_faznal.vert	Nem szeretném, ha fáznál!	literature	Hungary	1980	137426
1.lit_hu_dia_Raba_Gyorgy-Babits_Mihaly_kolteszete.vert	Babits Mihály költészete	literature	Hungary	1981	226674
1.lit_hu_dia_Moldova_Gyorgy___Szent_Imre_indulo_-_Elhuzodo_szuzesseg___1981.clean.vert	Szent Imre induló - Elhúzódó szüzesség	literature	Hungary	1981	140859
1.lit_hu_dia_Jekely_Zoltan___A_Barany_Vere___1981.clean.vert	A Bárány Vére	literature	Hungary	1981	118781
1.lit_hu_dia_Kalnoky_Laszlo___Egy_hiena_utoelete_es_mas_tortenetek___1981.clean.vert	Egy hiéna utóélete és más történetek	literature	Hungary	1981	17365
1.lit_hu_dia_Spiro_Gyorgy___Az_Ikszek___1981.clean.vert	Az Ikszek	literature	Hungary	1981	232098
1.lit_hu_dia_Lazar_Ervin___Szegeny_Dzsoni_es_Arnika___1981.clean.vert	Szegény Dzsoni és Árnika	literature	Hungary	1981	13559
1.lit_hu_dia_Mandy_Ivan-Ha_koztunk_vagy_Holman_Endre.vert	Ha köztünk vagy, Holman Endre	literature	Hungary	1981	54862
1.lit_hu_dia_Tandori_Dezso-Helybol_tavol.vert	Helyből távol	literature	Hungary	1981	64571
1.lit_hu_dia_Moldova_Gyorgy___Maganyos_pavilon_-_Az_elbocsatott_legio___1981.clean.vert	Magányos pavilon - Az elbocsátott légió	literature	Hungary	1981	85784
1.lit_hu_dia_Gergely_Agnes___Hajoroncs___1981.clean.vert	Hajóroncs	literature	Hungary	1981	7844
1.lit_hu_dia_Orban_Otto___Az_alvo_vulkan___1981.clean.vert	Az alvó vulkán	literature	Hungary	1981	10058
1.lit_hu_dia_Tandori_Dezso-Jatekmedvek_verebdala.vert	Játékmedvék verébdala	literature	Hungary	1981	2373
1.lit_hu_dia_Tandori_Dezso-Az_erosebb_let_kozeleben.vert	Az erősebb lét közelében	literature	Hungary	1981	114555
1.lit_hu_dia_Mandy_Ivan___A_villamos___1981.clean.vert	A villamos	literature	Hungary	1981	17306
1.lit_hu_dia_Agh_Istvan-Napvilag.vert	Napvilág	literature	Hungary	1981	7830
1.lit_hu_dia_Mandy_Ivan-Tajak,_az_en_tajaim.vert	Tájak, az én tájaim	literature	Hungary	1981	23637
1.lit_hu_dia_Bertok_Laszlo___Targyak_ideje___1981.clean.vert	Tárgyak ideje	literature	Hungary	1981	6133
1.lit_hu_dia_Bodor_Adam___A_Zangezur_hegyseg___1981.clean.vert	A Zangezur hegység	literature	Hungary	1981	30921
1.lit_hu_dia_Tandori_Dezso-Tul_jol_fest_holtan.vert	Túl jól fest holtan	literature	Hungary	1981	190143
1.lit_hu_dia_Jokai_Anna-A_reimsi_angyal.vert	A reimsi angyal	literature	Hungary	1981	16421
1.lit_hu_dia_Rakovszky_Zsuzsa___Joslatok_es_hataridok___1981.clean.vert	Jóslatok és határidők	literature	Hungary	1981	5707
1.lit_hu_dia_Esterhazy_Peter___Fuggo___1981.clean.vert	Függő	literature	Hungary	1981	35677
1.lit_hu_dia_Csorba_Gyozo___A_vilag_kuszobei___1981.clean.vert	A világ küszöbei	literature	Hungary	1981	12759
1.lit_hu_dia_Tandori_Dezso-Mint_egy_elutazas.vert	Mint egy elutazás	literature	Hungary	1981	77702
1.lit_hu_dia_Illyes_Gyula___Beatrice_aprodjai___1981.clean.vert	Beatrice apródjai	literature	Hungary	1981	155850
1.lit_hu_dia_Gyurko_Laszlo-Lenin,_Oktober.vert	Lenin, Október	literature	Hungary	1981	97392
1.lit_hu_dia_Csoori_Sandor___Iszapeso___1981.clean.vert	Iszapeső	literature	Hungary	1981	15611
1.lit_hu_dia_Spiro_Gyorgy___Miroslav_Krleza___1981.clean.vert	Miroslav Krleža	literature	Hungary	1981	81988
1.lit_hu_dia_Moldova_Gyorgy-A_Szent_Imre_indulo_-_Elhuzodo_szuzesseg.vert	A Szent Imre induló - Elhúzódó szüzesség	literature	Hungary	1981	140411
1.lit_hu_dia_Moldova_Gyorgy___Egi_szeker___1982.clean.vert	Égi szekér	literature	Hungary	1982	89304
1.lit_hu_dia_Takats_Gyula-Helyettuk_szoljal.vert	Helyettük szóljál	literature	Hungary	1982	100
1.lit_hu_dia_Bertha_Bulcsu___Feher_rozsda___1982.clean.vert	Fehér rozsda	literature	Hungary	1982	70388
1.lit_hu_dia_Csukas_Istvan-Csicsoka_es_a_moszkitok.vert	Csicsóka és a moszkitók	literature	Hungary	1982	48423
1.lit_hu_dia_Spiro_Gyorgy___A_bekecsaszar___1982.clean.vert	A békecsászár	literature	Hungary	1982	129301
1.lit_hu_dia_Laszloffy_Aladar-Hol_en,_hol_idegen.vert	Hol én, hol idegen	literature	Hungary	1982	13834
1.lit_hu_dia_Moldova_Gyorgy___Gazlampak_alatt_-_Az_idegen_bajnok___1982.clean.vert	Gázlámpák alatt - Az idegen bajnok	literature	Hungary	1982	139602
1.lit_hu_dia_Gyurko_Laszlo___A_halal_arnyeka_-_Bunosok_-_Csutortok_-_Halalugras___1982.clean.vert	A halál árnyéka - Bűnösök - Csütörtök - Halálugrás	literature	Hungary	1982	106867
1.lit_hu_dia_Tolnai_Otto-Elefantpuszi.vert	Elefántpuszi	literature	Hungary	1982	3506
1.lit_hu_dia_Lengyel_Balazs___Verseskonyvrol_verseskonyvre___1982.clean.vert	Verseskönyvről verseskönyvre	literature	Hungary	1982	141061
1.lit_hu_dia_Tersanszky_Jozsi_Jeno-Viszontlatasra,_draga_-_Legenda_a_nyulpaprikasrol.vert	Viszontlátásra, drága... - Legenda a nyúlpaprikásról	literature	Hungary	1982	55718
1.lit_hu_dia_Nemeth_Laszlo___Egeto_Eszter___1982---.clean.vert	Égető Eszter	literature	Hungary	1982	304701
1.lit_hu_dia_Tersanszky_Jozsi_Jeno___Viszontlatasra_draga-_Legenda_a_nyulpaprikasrol___1982.clean.vert	Viszontlátásra, drága- Legenda a nyúlpaprikásról	literature	Hungary	1982	55740
1.lit_hu_dia_Jokai_Anna___Jakob_lajtorjaja___1982.clean.vert	Jákob lajtorjája	literature	Hungary	1982	110819
1.lit_hu_dia_Fejes_Endre___A_fiu_akinek_angyalarca_volt___1982.clean.vert	A fiú, akinek angyalarca volt	literature	Hungary	1982	159472
1.lit_hu_dia_Laszloffy_Aladar___Hol_en_hol_idegen___1982.clean.vert	Hol én, hol idegen	literature	Hungary	1982	14041
1.lit_hu_dia_Gergely_Agnes-Huszonegy.vert	Huszonegy	literature	Hungary	1982	41592
1.lit_hu_dia_Dobos_Laszlo___Gondok_konyve___1982.clean.vert	Gondok könyve	literature	Hungary	1982	73794
1.lit_hu_dia_Meray_Tibor___Tisztito_vihar___1982.clean.vert	Tisztító vihar	literature	Hungary	1982	142496
1.lit_hu_dia_Gyurko_Laszlo___Arckepvazlat_tortenelmi_hatterrel___1982.clean.vert	Arcképvázlat történelmi háttérrel	literature	Hungary	1982	76907
1.lit_hu_dia_Bella_Istvan-Emberi_delkoron.vert	Emberi délkörön	literature	Hungary	1982	6349
1.lit_hu_dia_Kalnoky_Laszlo___Az_uvegkalap___1982.clean.vert	Az üvegkalap	literature	Hungary	1982	10365
1.lit_hu_dia_Lengyel_Balazs-Verseskonyvrol_verseskonyvre_1982.vert	Verseskönyvről verseskönyvre [1982]	literature	Hungary	1982	139728
1.lit_hu_dia_Moldova_Gyorgy-Tokos-makos_retes.vert	Tökös-mákos rétes	literature	Hungary	1982	22247
1.lit_hu_dia_Raba_Gyorgy___Probaido___1982.clean.vert	Próbaidő	literature	Hungary	1982	19080
1.lit_hu_dia_Tandori_Dezso-Ne_loj_az_ulo_madarra.vert	Ne lőj az ülő madárra!	literature	Hungary	1982	77216
1.lit_hu_dia_Tandori_Dezso-Azt_te_csak_hiszed_bebi.vert	Azt te csak hiszed, bébi!	literature	Hungary	1982	162009
1.lit_hu_dia_Moldova_Gyorgy___A_torveny_szolgaja_es_egyeb_tortenetek___1982.clean.vert	A törvény szolgája és egyéb történetek	literature	Hungary	1982	27946
1.lit_hu_dia_Illyes_Gyula___Kharon_ladikjan___1982.clean.vert	Kháron ladikján	literature	Hungary	1982	45047
1.lit_hu_dia_Agh_Istvan___Struga_mano_csongolodzik___1982.clean.vert	Struga manó csöngölődzik	literature	Hungary	1982	9952
1.lit_hu_dia_Somlyo_Gyorgy-Megiratlan_konyvek.vert	Megíratlan könyvek	literature	Hungary	1982	59274
1.lit_hu_dia_Fejes_Endre-A_fiu,_akinek_angyalarca_volt.vert	A fiú, akinek angyalarca volt	literature	Hungary	1982	159456
1.lit_hu_dia_Esterhazy_Peter___Ki_szavatol_a_lady_biztonsagaert___1982.clean.vert	Ki szavatol a lady biztonságáért?	literature	Hungary	1982	36662
1.lit_hu_dia_Jekely_Zoltan___Edes_teher___1982.clean.vert	Édes teher	literature	Hungary	1982	73982
1.lit_hu_dia_Tandori_Dezso___Sar_es_ver_es_jatek___1983.clean.vert	Sár és vér és játék	literature	Hungary	1983	417218
1.lit_hu_dia_Gyurkovics_Tibor-Udv_a_tolvajnak!.vert	Üdv a tolvajnak!	literature	Hungary	1983	53592
1.lit_hu_dia_Gergely_Agnes___Staciok___1983.clean.vert	Stációk	literature	Hungary	1983	99402
1.lit_hu_dia_Mandy_Ivan___Atkeles___1983.clean.vert	Átkelés	literature	Hungary	1983	45374
1.lit_hu_dia_Esterhazy_Peter___Fuharosok___1983.clean.vert	Fuharosok	literature	Hungary	1983	6111
1.lit_hu_dia_Csorba_Gyozo___Simeon_tunodese___1983.clean.vert	Simeon tűnődése	literature	Hungary	1983	10743
1.lit_hu_dia_Kalnoky_Laszlo___A_gyogyulas_hegyen___1983.clean.vert	A gyógyulás hegyén	literature	Hungary	1983	3299
1.lit_hu_dia_Szakonyi_Karoly___Maganyos_biciklista___1983.clean.vert	Magányos biciklista	literature	Hungary	1983	101512
1.lit_hu_dia_Raba_Gyorgy___Babits_Mihaly___1983.clean.vert	Babits Mihály	literature	Hungary	1983	91510
1.lit_hu_dia_Csukas_Istvan___Susu_ujabb_kalandjai___1983.clean.vert	Süsü újabb kalandjai	literature	Hungary	1983	16318
1.lit_hu_dia_Szabo_Magda___Megmaradt_Szobotkanak___1983.clean.vert	Megmaradt Szobotkának	literature	Hungary	1983	103935
1.lit_hu_dia_Nemeth_Laszlo-Az_en_katedram.vert	Az én katedrám	literature	Hungary	1983	62592
1.lit_hu_dia_Hubay_Miklos-A_drama_sorsa.vert	A dráma sorsa	literature	Hungary	1983	182727
1.lit_hu_dia_Meray_Tibor___Nagy_Imre_elete_es_halala___1983.clean.vert	Nagy Imre élete és halála	literature	Hungary	1983	139871
1.lit_hu_dia_Nadas_Peter___Nezoter___1983.clean.vert	Nézőtér	literature	Hungary	1983	44821
1.lit_hu_dia_Lengyel_Balazs-A_torok_Magyarorszagon.vert	A török Magyarországon	literature	Hungary	1983	49678
1.lit_hu_dia_Tolnai_Otto-Videki_Orfeusz.vert	Vidéki Orfeusz	literature	Hungary	1983	36888
1.lit_hu_dia_Somlyo_Gyorgy-Reszletek_egy_megirhatatlan_versesregenybol.vert	Részletek egy megírhatatlan versesregényből	literature	Hungary	1983	9966
1.lit_hu_dia_Agh_Istvan-Egy_alom_kovetkezmenyei.vert	Egy álom következményei	literature	Hungary	1983	70025
1.lit_hu_dia_Illyes_Gyula___Csak_az_igazat___1983.clean.vert	Csak az igazat	literature	Hungary	1983	64494
1.lit_hu_dia_Moldova_Gyorgy___A_naplo___1983.clean.vert	A napló	literature	Hungary	1983	91608
1.lit_hu_dia_Bertha_Bulcsu-Kulonleges_megbizatas.vert	Különleges megbízatás	literature	Hungary	1983	41508
1.lit_hu_dia_Kalnoky_Laszlo___Balnak_a_parton___1983.clean.vert	Bálnák a parton	literature	Hungary	1983	13196
1.lit_hu_dia_Kassak_Lajos-Egy_ember_elete.vert	Egy ember élete	literature	Hungary	1983	452118
1.lit_hu_dia_Tandori_Dezso-de_maradj_halott.vert	...de maradj halott	literature	Hungary	1983	233216
1.lit_hu_dia_Bertha_Bulcsu-Medvetancoltatas.vert	Medvetáncoltatás	literature	Hungary	1983	88161
1.lit_hu_dia_Tolnai_Otto-Virag_utca_3.vert	Virág utca 3	literature	Hungary	1983	50625
1.lit_hu_dia_Takacs_Zsuzsa-Tukorfolyoso.vert	Tükörfolyosó	literature	Hungary	1983	8861
1.lit_hu_dia_Gyurkovics_Tibor___Udv_a_tolvajnak___1983.clean.vert	Üdv a tolvajnak!	literature	Hungary	1983	53469
1.lit_hu_dia_Fekete_Sandor-Igy_elt_Napoleon.vert	Így élt Napóleon	literature	Hungary	1983	27728
1.lit_hu_dia_Mandy_Ivan-Strandok,_uszodak.vert	Strandok, uszodák	literature	Hungary	1984	15053
1.lit_hu_dia_Meszoly_Miklos___Fekete_golya___1984.clean.vert	Fekete gólya	literature	Hungary	1984	55628
1.lit_hu_dia_Rakos_Sandor-Gyikpalota.vert	Gyíkpalota	literature	Hungary	1984	6539
1.lit_hu_dia_Laszloffy_Aladar-Svajci_hatarallomas.vert	Svájci határállomás	literature	Hungary	1984	101459
1.lit_hu_dia_Agh_Istvan___Dani_urasagnak___1984.clean.vert	Dani uraságnak	literature	Hungary	1984	88941
1.lit_hu_dia_Tandori_Dezso-Egyre_kisebb_gyilkossagok.vert	Egyre kisebb gyilkosságok	literature	Hungary	1984	238604
1.lit_hu_dia_Takats_Gyula-Helyet_kereso_nemzedek.vert	Helyét kereső nemzedék	literature	Hungary	1984	60488
1.lit_hu_dia_Bertok_Laszlo-Agakbol_gyoker.vert	Ágakból gyökér	literature	Hungary	1984	2164
1.lit_hu_dia_Tandori_Dezso-A_Stevenson-biozmagoria.vert	A Stevenson-biozmagória	literature	Hungary	1984	110600
1.lit_hu_dia_Mandy_Ivan___Strandok_uszodak___1984.clean.vert	Strandok, uszodák	literature	Hungary	1984	15056
1.lit_hu_dia_Gyurkovics_Tibor-Szalka,_hal_nelkul.vert	Szálka, hal nélkül	literature	Hungary	1984	43959
1.lit_hu_dia_Jekely_Zoltan-Oroszlanok_Aquincumban.vert	Oroszlánok Aquincumban	literature	Hungary	1984	81898
1.lit_hu_dia_Tandori_Dezso-Celsius.vert	Celsius	literature	Hungary	1984	102918
1.lit_hu_dia_Orban_Otto___Mese_a_csodalatos_nyarrol___1984.clean.vert	Mese a csodálatos nyárról	literature	Hungary	1984	1511
1.lit_hu_dia_Gyurkovics_Tibor___Szinhaz_az_egesz_-_nem_is_-_vilag___1984.clean.vert	Színház az egész - nem is - világ	literature	Hungary	1984	53816
1.lit_hu_dia_Dobos_Laszlo___Sodrasban___1984.clean.vert	Sodrásban	literature	Hungary	1984	95780
1.lit_hu_dia_Esterhazy_Peter___Kis_Magyar_Pornografia___1984.clean.vert	Kis Magyar Pornográfia	literature	Hungary	1984	48788
1.lit_hu_dia_Esterhazy_Peter-Daisy.vert	Daisy	literature	Hungary	1984	6022
1.lit_hu_dia_Gyurko_Laszlo-Szerelmem,_Elektra_1984.vert	Szerelmem, Elektra	literature	Hungary	1984	160058
1.lit_hu_dia_Juhasz_Ferenc___A_boldogsag___1984.clean.vert	A boldogság	literature	Hungary	1984	30264
1.lit_hu_dia_Szabo_Lorinc___Konyvek_es_emberek_az_eletemben___1984.clean.vert	Könyvek és emberek az életemben	literature	Hungary	1984	265833
1.lit_hu_dia_Gyurko_Laszlo___Csaladi_regeny___1984.clean.vert	Családi regény	literature	Hungary	1984	63804
1.lit_hu_dia_Mandy_Ivan___Lelegzetvetel_nelkul___1984.clean.vert	Lélegzetvétel nélkül	literature	Hungary	1984	215705
1.lit_hu_dia_Agh_Istvan-Keseredik_a_fold_heja.vert	Keseredik a föld héja	literature	Hungary	1984	6049
1.lit_hu_dia_Tandori_Dezso-Meselj_rolam_ha_tudsz.vert	Mesélj rólam, ha tudsz	literature	Hungary	1984	52305
1.lit_hu_dia_Szakonyi_Karoly-Eszaki_tabor.vert	Északi tábor	literature	Hungary	1984	4982
1.lit_hu_dia_Somlyo_Gyorgy___Arnyjatek___1984.clean.vert	Árnyjáték	literature	Hungary	1984	60530
1.lit_hu_dia_Szakonyi_Karoly___Ketten_jatsszak___1984.clean.vert	Ketten játsszák	literature	Hungary	1984	95647
1.lit_hu_dia_Hubay_Miklos___Vilagvegjatekok___1984.clean.vert	Világvégjátékok	literature	Hungary	1984	73421
1.lit_hu_dia_Fekete_Sandor___A_kamasz_alma___1984.clean.vert	A kamasz álma	literature	Hungary	1984	122716
1.lit_hu_dia_Fekete_Sandor-A_nagy_francia_forradalom.vert	A nagy francia forradalom	literature	Hungary	1984	47480
1.lit_hu_dia_Takats_Gyula-A_rejtett_egesz.vert	A rejtett egész	literature	Hungary	1984	441
1.lit_hu_dia_Orban_Otto___Szep_nyari_nap_a_parkak_szotlanul_figyelnek___1984.clean.vert	Szép nyári nap, a párkák szótlanul figyelnek	literature	Hungary	1984	7617
1.lit_hu_dia_Gyurkovics_Tibor___Szalka_hal_nelkul___1984.clean.vert	Szálka, hal nélkül	literature	Hungary	1984	43988
1.lit_hu_dia_Gyurko_Laszlo___Szerelmem_Elektra___1984.clean.vert	Szerelmem, Elektra	literature	Hungary	1984	162017
1.lit_hu_dia_Bertok_Laszlo___Hobol_a_labnyom___1985.clean.vert	Hóból a lábnyom	literature	Hungary	1985	23583
1.lit_hu_dia_Spiro_Gyorgy___Maganiktato___1985.clean.vert	Magániktató	literature	Hungary	1985	164308
1.lit_hu_dia_Agh_Istvan___Felekiraly___1985.clean.vert	Felekirály	literature	Hungary	1985	28844
1.lit_hu_dia_Gyurkovics_Tibor-Kudi,_a_levegoember.vert	Kudi, a levegőember	literature	Hungary	1985	50108
1.lit_hu_dia_Tandori_Dezso-Bizd_a_halalra.vert	Bízd a halálra	literature	Hungary	1985	243134
1.lit_hu_dia_Gyurkovics_Tibor___Kudi_a_levegoember___1985.clean.vert	Kudi, a levegőember	literature	Hungary	1985	50207
1.lit_hu_dia_Esterhazy_Peter___A_sziv_segedigei___1985.clean.vert	A szív segédigéi	literature	Hungary	1985	19817
1.lit_hu_dia_Jokai_Anna-Jojjon_Liliputba.vert	Jöjjön Lilliputba!	literature	Hungary	1985	40061
1.lit_hu_dia_Moldova_Gyorgy-Tiz_tucat.vert	Tíz tucat	literature	Hungary	1985	51844
1.lit_hu_dia_Tamasi_Aron___Szolit_a_szulofold___1985.clean.vert	Szólít a szülőföld	literature	Hungary	1985	217278
1.lit_hu_dia_Szakonyi_Karoly___Vendeg_a_palotaban___1985.clean.vert	Vendég a palotában	literature	Hungary	1985	89204
1.lit_hu_dia_Gyurko_Laszlo___Negyszemkozt_a_forradalommal___1985.clean.vert	Négyszemközt a forradalommal	literature	Hungary	1985	93068
1.lit_hu_dia_Csorba_Gyozo___Gorbul_az_ido___1985.clean.vert	Görbül az idő	literature	Hungary	1985	10055
1.lit_hu_dia_Kalnoky_Laszlo___Egy_mitosz_szuletese___1985.clean.vert	Egy mítosz születése	literature	Hungary	1985	5577
1.lit_hu_dia_Mandy_Ivan___Francia_kulcs_-_A_huszonegyedik_utca_-_A_palya_szelen___1985.clean.vert	Francia kulcs - A huszonegyedik utca - A pálya szélén	literature	Hungary	1985	99653
1.lit_hu_dia_Takats_Gyula-Tukrok_szava-Betuk_arca.vert	Tükrök szava - Betűk arca	literature	Hungary	1985	81896
1.lit_hu_dia_Bella_Istvan-Ani_Mani_naptara.vert	Áni Máni naptára	literature	Hungary	1985	3702
1.lit_hu_dia_Gergely_Agnes___Fohasz_lampaoltas_elott___1985.clean.vert	Fohász lámpaoltás előtt	literature	Hungary	1985	6984
1.lit_hu_dia_Bodor_Adam___Az_Eufratesz_Babilonnal___1985.clean.vert	Az Eufrátesz Babilonnál	literature	Hungary	1985	63836
1.lit_hu_dia_Tandori_Dezso-Madarnak_szuletni_kell.vert	Madárnak születni kell...!	literature	Hungary	1985	63618
1.lit_hu_dia_Fekete_Sandor-Haza_es_haladas.vert	Haza és haladás	literature	Hungary	1985	41511
1.lit_hu_dia_Bertha_Bulcsu___Tuzgombok___1985.clean.vert	Tűzgömbök	literature	Hungary	1985	65311
1.lit_hu_dia_Laszloffy_Aladar___Ledolesi_hatarido___1985.clean.vert	Ledőlési határidő	literature	Hungary	1985	15549
1.lit_hu_dia_Juhasz_Ferenc___Halott_feketerigo___1985.clean.vert	Halott feketerigó	literature	Hungary	1985	332055
1.lit_hu_dia_Rakos_Sandor___Tobbedmagam___1986.clean.vert	Többedmagam	literature	Hungary	1986	10088
1.lit_hu_dia_Moldova_Gyorgy___Mehednek_gyumolcse___1986.clean.vert	Méhednek gyümölcse	literature	Hungary	1986	30576
1.lit_hu_dia_Kormos_Istvan-A_nyar_gyerekei.vert	A nyár gyerekei	literature	Hungary	1986	1894
1.lit_hu_dia_Takats_Gyula-Somogyi_pasztorvilag.vert	Somogyi pásztorvilág	literature	Hungary	1986	61039
1.lit_hu_dia_Raba_Gyorgy___Csond-herceg_es_a_nikkel_szamovar___1986.clean.vert	Csönd-herceg és a nikkel szamovár	literature	Hungary	1986	116856
1.lit_hu_dia_Mandy_Ivan___Mi_az_oreg_-_Zsamboky_mozija_-_Regi_idok_mozija___1986.clean.vert	Mi az, öreg? - Zsámboky mozija - Régi idők mozija	literature	Hungary	1986	128577
1.lit_hu_dia_Bertha_Bulcsu-Arnyak_es_lovasok.vert	Árnyak és lovasok	literature	Hungary	1986	90386
1.lit_hu_dia_Esterhazy_Peter-Bevezetes_a_szepirodalomba.vert	Bevezetés a szépirodalomba	literature	Hungary	1986	192191
1.lit_hu_dia_Tolnai_Otto-Rokokokoko.vert	Rokokokokó	literature	Hungary	1986	5358
1.lit_hu_dia_Csukas_Istvan___Kemenykalap_es_krumpliorr___1986.clean.vert	Keménykalap és krumpliorr	literature	Hungary	1986	62117
1.lit_hu_dia_Takacs_Zsuzsa-Eltekozolt_eselyem.vert	Eltékozolt esélyem	literature	Hungary	1986	13114
1.lit_hu_dia_Hatar_Gyozo-Ejszaka_minden_megno.vert	Éjszaka minden megnő	literature	Hungary	1986	54624
1.lit_hu_dia_Lengyel_Balazs-Egy_magatartas_tortenete.vert	Egy magatartás története	literature	Hungary	1986	30448
1.lit_hu_dia_Spiro_Gyorgy-A_kozep_kelet_europai_drama.vert	A közép-kelet-európai dráma	literature	Hungary	1986	100853
1.lit_hu_dia_Illyes_Gyula-Naplojegyzetek_1929-1945.vert	Naplójegyzetek [1929-1945]	literature	Hungary	1986	139511
1.lit_hu_dia_Jekely_Zoltan-Jekely_Zoltan_osszegyujtott_novellai.vert	Jékely Zoltán összegyűjtött novellái	literature	Hungary	1986	159170
1.lit_hu_dia_Tamasi_Aron___Jegtoro_Matyas___1986.clean.vert	Jégtörő Mátyás	literature	Hungary	1986	125842
1.lit_hu_dia_Moldova_Gyorgy___A_penz_szaga___1986.clean.vert	A pénz szaga	literature	Hungary	1986	81657
1.lit_hu_dia_Fekete_Sandor___Sajto_es_szabadsag___1986.clean.vert	Sajtó és szabadság	literature	Hungary	1986	35839
1.lit_hu_dia_Laszloffy_Aladar___A_kepzeletbeli_asatas___1986.clean.vert	A képzeletbeli ásatás	literature	Hungary	1986	99216
1.lit_hu_dia_Tolnai_Otto-gyokerrago.vert	gyökérrágó	literature	Hungary	1986	7196
1.lit_hu_dia_Mandy_Ivan___Magukra_maradtak___1986.clean.vert	Magukra maradtak	literature	Hungary	1986	12909
1.lit_hu_dia_Kalnoky_Laszlo___Hostettek_az_ulokadban___1986.clean.vert	Hőstettek az ülőkádban	literature	Hungary	1986	8293
1.lit_hu_dia_Csorba_Gyozo-Pajzan_epigrammak.vert	Epigrammata lasciva - Pajzán epigrammák	literature	Hungary	1986	5959
1.lit_hu_dia_Mandy_Ivan-Mi_az,_oreg_-_Zsamboky_mozija_-_Regi_idok_mozija.vert	Mi az, öreg? - Zsámboky mozija - Régi idők mozija	literature	Hungary	1986	128435
1.lit_hu_dia_Takats_Gyula___Felhok_Arkadiabol___1986.clean.vert	Felhők Árkádiából	literature	Hungary	1986	72202
1.lit_hu_dia_Nemes_Nagy_Agnes___A_Fold_emlekei___1986.clean.vert	A Föld emlékei	literature	Hungary	1986	24869
1.lit_hu_dia_Laszloffy_Aladar-Regi_rejtely-uj_talany.vert	Régi rejtély - új talány	literature	Hungary	1986	38509
1.lit_hu_dia_Csorba_Gyozo-Vissza_Ithakaba.vert	Vissza Ithakába	literature	Hungary	1986	1135
1.lit_hu_dia_Hatar_Gyozo___Pepito_es_Pepita___1986.clean.vert	Pepito és Pepita	literature	Hungary	1986	62574
1.lit_hu_dia_Gergely_Agnes___Arnyekvaros___1986.clean.vert	Árnyékváros	literature	Hungary	1986	31653
1.lit_er_Zagoni_Olga_A_farol_lepotyogni_tilos.s1.clean.vert	Zágoni Olga: A fáról lepotyogni tilos	literature	Transylvania	1986	20961
1.lit_hu_dia_Tandori_Dezso-Meghalni_es_megszeretni.vert	Meghalni és megszeretni	literature	Hungary	1986	243971
1.lit_hu_dia_Gergely_Agnes-Kolteszet_es_veszelytudat.vert	Költészet és veszélytudat	literature	Hungary	1986	46047
1.lit_hu_dia_Jekely_Zoltan___Sorsvallalas___1986.clean.vert	Sorsvállalás	literature	Hungary	1986	87443
1.lit_hu_dia_Nemeth_Laszlo-Utolso_kiserlet.vert	Utolsó kísérlet	literature	Hungary	1987	455804
1.lit_hu_dia_Takats_Gyula___Mas_tavlat___1987.clean.vert	Más távlat	literature	Hungary	1987	57515
1.lit_hu_dia_Raba_Gyorgy-A_valosag_vendege.vert	A valóság vendége	literature	Hungary	1987	5381
1.lit_hu_dia_Moldova_Gyorgy-Az_eletem_rovid_-_Keruld_a_noket.vert	Az életem rövid - Kerüld a nőket!	literature	Hungary	1987	25834
